Invoice_ID,Vendor_ID,Invoice_Date,Due_Date,Invoice_Amount,Tax_Amount,Total_Amount,Payment_Status,Payment_Date,Processing_Days,Approval_Level,Approved_By,Vendor_Reliability_Score,Transaction_Type,Invoice_Frequency,Avg_Invoice_Amount,Deviation_From_Avg,Fraud_Flag
INV_899868,V433,2023-05-05,2023-10-17,41389.0,4756.41,45354.86,,2023-07-09,365.0,3,Mike Johnson,5.0,,31,24919,-18.61,FALSE
INV_670600,V868,2023-04-02,2023-09-22,30308.0,2939.35,32359.74,,2023-06-19,18.0,2,Mike Johnson,10.0,invoice,10,34316,-32.36,0
INV_841886,V874,2023-01-17,2023-07-22,9227.0,550.08,10392.81,Paid,2023-03-08,2.0,3,jane,9.0,Adjustment,28,45287,-4.1,yes
INV_918449,V529,2023-07-12,2023-12-15,65613.0,,73157.56,,2023-09-11,3.0,2,,7.0,Adjustment,23,19169,62.68,Yes 
INV_512110,V708,2023-12-22,2023-01-26,32171.0,4721.74,37659.7,1,2023-11-13,18.0,3,Jane Doe,5.0,Credit,11,39018,-48.19,0
INV_960092,V790,2023-11-12,2023-07-02,23274.0,3652.41,25963.83,Pending,2023-01-17,3.0,2,John Smith,4.0,Debit Note,20,27599,43.28,yes
INV_191448,V508,2023-04-18,2023-03-17,73915.0,12678.66,83034.35,Pending,2023-09-27,3.0,5,Sarah Williams,6.0,Invoice,29,15581,43.36,Yes
INV_108730,V902,2023-11-11,2023-09-19,9199.0,,10204.28,N,2023-03-14,23.0,3,Sarah Williams,6.0,Credit Note,3,7643,-39.83,
INV_917498,V103,2023-02-19,2023-06-02,Unknown,1414.81,9116.23,Approved,2023-01-28,18.0,2,john,4.0,invoice,2,2586,-14.02,Yes
INV_389259,V615,2023-12-12,2023-09-27,53976.0,5936.68,60606.3,Y,2023-12-08,13.0,3,,2.0,Invoice,45,21242,-21.87,TRUE
INV_871820,V420,2023-11-18,2023-03-22,68351.0,5303.82,78700.61,0,2023-05-22,2.0,4,Jane Doe,10.0,Debit Note,25,232,55.17,
INV_388399,V119,2023-08-13,2023-05-05,95437.0,7646.2,112590.17,Pending,2023-08-27,20.0,1,John Smith,4.0,,9,20578,-24.02,1
INV_485620,V391,2023-04-14,2023-12-28,42541.0,2638.38,48026.91,N,2023-02-20,6.0,1,John Smith,1.0,Credit Note,5,42452,26.94,TRUE
INV_397968,V830,2023-02-02,2023-04-16,27730.0,3529.5,32619.88,0,2023-09-27,27.0,1,Mike Johnson,1.0,Debit Note,42,35300,16.9,Low
INV_366893,V235,2023-02-05,2023-02-10,20705.0,N/A,22686.57,0,2023-01-15,29.0,3,,7.0,Adjustment,30,28444,11.34,
INV_107842,V134,2023-09-17,2023-03-19,11775.0,2021.24,12991.66,Approved ,2023-02-13,10.0,2,Mike Johnson,2.0,Credit Note,1,17235,63.77,Yes
INV_536751,V686,2023-09-13,2023-11-15,421.0,34.47,489.97,,2023-11-05,13.0,3,Mike Johnson,7.0,Debit Note,23,43987,69.63,
INV_629582,V963,2023-06-13,2023-08-12,87983.0,15819.34,98687.83,pending,2023-10-04,27.0,4,Jane Doe,3.0,invoice,4,36704,94.99,1
INV_203797,V724,2023-03-25,2023-05-26,71862.0,7601.25,75735.81,1,2023-12-20,26.0,5,jane,2.0,Adjustment,49,43668,-42.99,High
INV_526189,V738,2023-06-07,2023-02-19,68640.0,11450.55,77959.17,,2023-12-17,23.0,1,,1.0,Invoice,49,20043,7.06,FALSE
INV_590012,V678,2023-01-20,2023-01-01,5393.0,733.8,6283.67,,2023-06-21,16.0,4,john,2.0,Debit Note,47,33909,-8.74,0
INV_210520,V902,2023-07-09,2023-09-27,12661.0,651.7,13704.76,Rejected,2023-09-02,16.0,1,Jane Doe,10.0,Credit Note,33,34736,75.48,Low
INV_266665,V486,2023-01-17,2023-10-25,17437.0,2453.55,18621.56,Rejected ,2023-09-03,0.0,2,jane,4.0,invoice,47,36052,13.35,High
INV_373948,V304,2023-03-11,2023-01-25,15589.0,2586.01,17925.38,,2023-03-26,22.0,4,Sarah Williams,7.0,Credit,28,42033,22.41,0
INV_293022,V462,2023-08-03,2023-12-02,2781.0,350.25,3171.65,,2023-06-24,-5.0,5,john,5.0,Debit Note,43,38672,-31.7,1
INV_515264,,2023-09-06,2023-06-20,36413.0,3060.49,41397.14,paid,2023-10-08,0.0,5,John Smith,1.0,Credit,24,49216,74.61,yes
INV_950349,V391,2023-09-01,2023-11-06,30869.0,4665.01,34158.81,paid,2023-05-18,13.0,4,Mike Johnson,10.0,,19,12980,53.79,0
INV_796524,V271,2023-12-11,2023-09-01,35857.0,5652.0,41982.3,Y,2023-06-07,0.0,4,Jane Doe,7.0,Debit Note,29,3210,6.07,High
INV_482904,V982,2023-10-04,2023-10-07,95578.0,4785.28,109023.02,Approved ,2023-11-11,11.0,4,Jane Doe,5.0,Credit,30,11677,63.99,High
INV_103513,V280,2023-07-10,2023-11-02,10208.0,1001.49,11397.04,Rejected ,2023-07-01,28.0,4,Jane Doe,8.0,invoice,11,44406,92.53,yes
INV_578958,V673,2023-06-06,2023-11-02,85820.0,7429.63,97439.98,paid,2023-12-15,20.0,3,John Smith,,Credit Note,19,8392,14.18,Low
INV_637387,V129,2023-09-24,2023-07-26,59933.0,7843.6,67442.99,0,2023-09-17,30.0,5,Mike Johnson,10.0,Invoice,20,20711,22.19,Low
INV_978086,V471,2023-13-45,2023-01-18,21995.0,3140.47,23993.73,0,2023-06-10,24.0,1,Tom Brown,-1.0,Adjustment,16,19627,31.33,1
INV_270072,V362,2023-03-11,2023-08-23,56460.0,6807.79,61410.34,Rejected ,2023-05-02,11.0,1,john,9.0,,23,48284,29.09,1
INV_690390,V685,2023-05-16,2023-01-23,49663.0,2805.58,53051.83,1,2023-08-13,8.0,3,,5.0,invoice,43,28625,24.46,Yes
INV_470054,V926,2023-08-20,2023-01-26,48473.0,,53558.77,Paid,2023-06-02,24.0,5,Sarah Williams,4.0,,50,40670,-30.05,
INV_593761,V931,2023-09-14,2023-02-26,66618.0,11028.62,77252.98,Rejected,2023-03-20,0.0,5,Sarah Williams,,Credit,22,45459,65.23,High
INV_517058,V174,2023-08-26,2023-08-03,50945.0,4234.55,60047.87,pending,2023-05-25,7.0,3,jane,4.0,Credit Note,4,32510,-30.97,High
INV_747096,V613,2023-11-14,2023-05-24,44379.0,,51408.26,Rejected,2023-06-24,8.0,5,jane,1.0,Debit Note,9,22829,-33.7,yes
INV_168314,V906,2023-05-14,2023-04-13,43269.0,4001.77,49806.54,0,2023-02-13,16.0,5,jane,8.0,Invoice,19,154,-12.56,N
INV_793453,V197,2023-05-08,2023-02-01,79524.0,5278.0,84700.16,Rejected,2023-01-19,9.0,3,,7.0,Credit,22,34154,-17.89,No
INV_919023,V826,2023-05-16,2023-04-18,14412.0,2566.91,16665.77,Rejected ,2023-09-17,20.0,2,John Smith,9.0,Invoice,9,26892,62.0,1
INV_595279,V427,2023-10-26,2023-02-23,20019.0,3364.24,21182.03,Rejected,2023-11-05,26.0,5,jane,9.0,Invoice,35,8026,-6.73,yes
INV_358281,V542,2023-03-16,2023-06-25,94780.0,9311.29,104183.84,Rejected,2023-10-20,7.0,1,Jane Doe,2.0,Credit,22,19289,38.57,Low
INV_353429,V680,2023-01-03,2023-07-05,87519.0,8188.34,103190.58,Pending,2023-06-02,20.0,1,Mike Johnson,1.0,Debit Note,22,1617,48.69,FALSE
INV_962869,V974,2023-06-20,2023-06-21,43692.0,6575.95,47434.46,Rejected,2023-06-25,14.0,3,Mike Johnson,7.0,Invoice,9,12833,62.85,No
INV_825220,V873,2023-04-04,2023-11-07,97098.0,7778.09,105680.14,0,2023-06-13,14.0,4,jane,10.0,,29,11399,-45.42,yes
INV_788545,V391,2023-01-05,2023-12-07,,5022.68,85135.27,Y,2023-01-06,3.0,4,Tom Brown,10.0,Debit Note,4,230,57.87,High
INV_167275,V577,2023-12-05,2023-03-21,15331.0,1032.09,16959.69,pending,2023-01-20,18.0,3,John Smith,2.0,Adjustment,41,47271,58.33,High
INV_285177,V277,2023-08-12,2023-06-01,8027.0,676.8,9256.73,Pending,2023-11-02,16.0,4,Tom Brown,6.0,Credit Note,20,9666,18.71,FALSE
INV_320990,V460,2023-10-28,2023-08-05,60419.0,10699.75,71182.26,Rejected ,2023-09-20,7.0,3,Sarah Williams,3.0,Credit Note,22,14593,0.5,0
INV_685836,V712,2023-02-15,2023-07-21,46251.0,4574.01,48989.65,Pending,2023-03-26,11.0,5,Tom Brown,2.0,Invoice,32,15210,-42.28,FALSE
INV_464678,V529,2023-03-04,2023-12-11,13534.0,1150.91,15628.18,Y,2023-09-15,30.0,5,,1.0,invoice,29,20514,66.78,yes
INV_696140,V474,2023-01-28,2023-07-22,23569.0,2831.04,27182.0,Y,2023-07-15,15.0,4,Tom Brown,3.0,Invoice,22,45060,55.44,High
INV_891437,V228,2023-10-10,2023-01-20,55964.0,7851.15,64844.72,Paid,2023-08-07,5.0,4,,3.0,Credit Note,40,47547,-33.3,yes
INV_956304,V251,2023-01-01,2023-05-12,42338.0,7122.31,47218.87,1,2023-10-07,14.0,5,Tom Brown,2.0,invoice,39,25983,76.34,no
INV_642640,V577,2023-01-11,2023-09-14,20199.0,1163.53,21633.61,,2023-02-15,28.0,5,John Smith,10.0,,18,10261,77.63,TRUE
INV_698408,V638,2023-06-16,2023-04-17,82523.0,11222.51,86936.24,Approved ,2023-10-19,25.0,5,jane,8.0,Credit,15,25469,17.81,0
INV_836674,V601,2023-03-25,2023-08-11,34070.0,3958.56,37670.6,Approved,2023-11-10,13.0,3,john,7.0,Credit Note,45,15897,78.12,
INV_244396,V138,2023-05-09,2023-06-24,60136.0,4183.84,67526.33,Pending,2023-01-20,1.0,4,john,5.0,Adjustment,42,10789,32.44,Yes
INV_103587,V785,2023-01-27,2023-07-25,30726.0,3800.93,35685.5,,2023-11-02,0.0,4,Jane Doe,1.0,Credit,31,37553,46.72,Yes
INV_799618,V565,2023-06-23,2023-06-11,56687.0,5583.59,60991.02,Approved ,2023-11-20,19.0,1,Tom Brown,9.0,Credit,40,28753,39.67,TRUE
INV_613573,V250,2023-12-17,2023-08-01,23260.0,2865.21,27404.25,Rejected,2023-12-14,2.0,4,jane,8.0,Invoice,31,14337,33.02,1
INV_104334,V458,2023-07-03,2023-05-14,7318.0,1171.43,8244.31,Paid,2023-03-26,6.0,4,,5.0,Credit Note,14,30958,69.42,FALSE
INV_703587,V361,2023-02-25,2023-04-12,77477.0,9716.85,88494.98,0,2023-07-27,26.0,1,jane,1.0,Debit Note,42,28951,77.83,TRUE
INV_344247,V533,2023-01-23,2023-10-01,78726.0,5619.71,86020.81,0,2023-04-16,24.0,4,Tom Brown,10.0,,45,4096,-16.5,High
INV_172606,V654,2023-01-11,2023-06-16,42826.0,2329.42,46103.55,Y,2023-07-18,27.0,3,Mike Johnson,2.0,Debit Note,20,18736,77.67,FALSE
INV_345460,V263,2023-11-04,2023-07-28,77744.0,8046.92,83189.45,N,2023-12-20,5.0,5,John Smith,9.0,Adjustment,37,8799,35.43,FALSE
INV_871537,V790,2023-12-15,2023-02-10,57105.0,6005.5,61910.27,Pending,2023-09-18,4.0,2,John Smith,6.0,Invoice,22,34901,-20.23,FALSE
INV_686817,V792,2023-12-04,2023-10-04,42097.0,N/A,46436.83,paid,2023-12-24,12.0,1,john,9.0,invoice,27,21461,-10.48,FALSE
INV_169100,V657,2023-08-22,2023-08-21,40393.0,2289.95,46169.06,Rejected ,2023-01-25,14.0,2,Jane Doe,7.0,Invoice,49,27426,26.56,1
INV_662843,V801,2023-09-01,2023-07-28,44710.0,7419.05,48047.89,1,2023-05-18,3.0,3,Sarah Williams,2.0,Credit Note,12,5284,12.13,0
INV_705951,V935,2023-08-07,2023-10-19,9239.0,674.91,10706.22,0,2023-02-22,12.0,2,Mike Johnson,8.0,Invoice,36,10187,12.8,No
INV_882952,V458,2023-09-13,2023-05-28,35825.0,3440.09,39954.53,1,2023-12-10,23.0,5,john,2.0,Credit Note,27,21720,82.67,Y
INV_295881,V267,2023-01-22,2023-10-11,71789.0,8090.52,82154.29,1,2023-04-20,14.0,5,,9.0,Credit Note,1,44803,78.09,FALSE
INV_826756,V283,2023-10-05,2023-05-10,79314.0,11276.55,83429.23,Rejected ,2023-11-16,25.0,2,Tom Brown,2.0,Credit Note,9,17825,84.94,FALSE
INV_814008,V526,2023-10-26,2023-07-08,69551.0,4158.41,77347.95,N,2023-02-17,18.0,2,Jane Doe,4.0,Invoice,48,24740,-31.53,1
INV_842711,V848,2023-07-13,2023-07-25,15528.0,,16614.22,N,2023-08-05,7.0,1,Tom Brown,6.0,Invoice,13,47774,3.21,yes
INV_896365,V541,2023-04-26,2023-02-13,9465.0,,10486.6,,2023-01-11,14.0,4,John Smith,1.0,Debit Note,38,13094,-18.7,yes
INV_580762,V146,2023-01-16,2023-09-18,73443.0,12144.26,83154.22,pending,2023-04-06,21.0,4,john,2.0,ADJ,6,49315,47.47,
INV_410415,V407,2023-02-21,2023-03-14,35315.0,2799.72,40039.85,Y,2023-07-06,7.0,5,Sarah Williams,8.0,Credit,50,48909,12.55,1
INV_575999,V451,2023-04-27,2023-02-13,18009.0,1271.25,19018.51,pending,2023-06-07,21.0,1,Mike Johnson,7.0,Adjustment,40,39836,-28.15,High
INV_307215,V137,2023-10-05,2023-07-01,86186.0,9960.1,92500.84,Rejected ,2023-11-16,29.0,3,,1.0,invoice,2,8048,56.77,0
INV_625285,V476,2023-01-18,2023-10-19,,3352.05,27200.2,,2023-12-21,23.0,2,John Smith,10.0,Invoice,41,7050,76.49,yes
INV_594189,V,2023-10-25,2023-04-14,60124.0,7665.36,67593.66,N,2023-12-20,16.0,4,john,8.0,Credit Note,2,8698,-42.3,No
INV_167538,V561,2023-09-10,2023-11-20,91683.0,15428.55,107654.5,Y,2023-06-20,24.0,3,Mike Johnson,9.0,Debit Note,23,49905,62.51,No
INV_702021,V775,2023-02-26,2023-11-07,26940.0,3592.42,31149.29,pending,2023-07-03,2.0,4,jane,2.0,,30,24968,4.12,0
INV_446037,V982,2023-07-18,2023-06-08,41898.0,6277.73,45603.8,paid,2023-07-16,22.0,1,Tom Brown,,invoice,42,3098,-26.58,0
INV_420554,V672,2023-10-01,2023-12-18,76536.0,8852.66,85077.59,N,2023-07-18,7.0,4,Sarah Williams,9.0,,43,47436,99.36,TRUE
INV_425654,V881,2023-08-13,2023-12-02,60819.0,7124.17,71047.17,pending,2023-11-28,3.0,2,Sarah Williams,2.0,Credit Note,15,35311,53.97,1
INV_132377,V764,2023-11-24,2023-10-21,43198.0,4040.45,46667.35,Rejected,2023-01-06,9.0,2,Jane Doe,10.0,Invoice,23,1641,66.19,no
INV_998827,V474,2023-11-10,2023-07-21,21681.0,1335.91,23667.76,Y,2023-12-08,25.0,5,,5.0,Invoice,4,15205,-48.77,Low
INV_639633,V937,2023-09-16,2023-07-26,29023.0,2358.51,30579.94,N,2023-11-05,13.0,3,jane,9.0,Debit Note,46,37285,62.23,yes
INV_764678,V788,2023-09-18,2023-02-03,3909.0,275.71,4489.82,,2023-10-14,28.0,2,jane,8.0,Adjustment,15,29124,-25.42,0
INV_854170,V646,2023-10-28,2023-06-04,63410.0,6637.84,67971.89,N,2023-10-02,0.0,5,Tom Brown,6.0,Debit Note,34,10216,6.64,no
INV_150985,V162,2023-09-22,2023-07-22,47913.0,8198.95,51055.55,Approved ,2023-03-23,6.0,4,Mike Johnson,9.0,invoice,14,9137,-30.35,TRUE
INV_157332,V838,2023-01-07,2023-07-25,35524.0,2564.86,37445.14,Rejected ,2023-06-01,,5,,1.0,Debit Note,46,49101,25.93,
INV_446111,V959,2023-12-02,2023-11-19,67495.0,5456.23,77853.94,,2023-09-05,5.0,4,,2.0,invoice,20,26685,44.32,
INV_236132,V141,2023-11-27,2023-10-17,18766.0,1966.29,19770.72,paid,2023-07-13,23.0,4,john,5.0,invoice,32,29755,-45.45,
INV_281779,V835,2023-12-11,2023-12-02,84377.0,10148.23,96667.77,Approved,2023-01-20,13.0,1,Tom Brown,2.0,Credit Note,18,43876,36.76,TRUE
INV_840151,V591,2023-11-01,2023-11-22,26605.0,2487.61,29306.61,,2023-10-23,29.0,2,john,8.0,,3,18554,-13.45,High
INV_650528,V968,2023-01-23,2023-03-22,30739.0,5355.09,35565.77,Y,2023-05-01,12.0,3,jane,5.0,,48,41307,93.19,yes
INV_813896,V861,2023-04-10,2023-02-28,66786.0,4604.43,75176.9,Paid,2023-06-18,24.0,2,Mike Johnson,6.0,Credit Note,41,27239,61.08,0
INV_986616,V666,2023-07-01,2023-10-16,32508.0,4403.37,38341.56,1,2023-06-11,27.0,4,John Smith,1.0,Credit,42,19258,-8.38,No
INV_917554,V599,2023-04-16,2023-12-09,61326.0,4514.37,70972.07,paid,2023-02-11,22.0,5,,1.0,invoice,39,24644,-30.14,1
INV_109464,V379,2023-02-21,2023-08-26,74172.0,9725.75,85109.35,Paid,2023-12-07,3.0,5,Jane Doe,,Invoice,46,18251,77.15,FALSE
INV_767168,V167,2023-04-16,2023-12-12,96542.0,17070.46,108502.28,Approved ,2023-01-06,30.0,5,jane,4.0,Debit Note,42,14010,92.05,
INV_945488,V772,2023-02-28,2023-07-25,87180.0,5711.34,96599.37,,2023-02-26,28.0,4,jane,4.0,Credit Note,50,684,21.42,Yes
INV_888839,V987,2023-11-08,2023-07-27,40961.0,4915.69,44512.62,Approved,2023-08-05,22.0,1,Mike Johnson,9.0,invoice,8,5180,10.44,Yes
INV_457429,V677,2023-03-16,2023-05-21,32204.0,5539.11,34981.45,0,2023-02-27,12.0,4,,,Credit Note,30,24052,64.97,yes
INV_864056,V702,2023-09-16,2023-03-17,76890.0,8438.67,86042.34,Y,2023-09-27,28.0,2,,,Adjustment,19,16294,49.72,0
INV_191328,V733,32/01/2023,2023-11-21,77610.0,9949.25,81685.0,paid,2023-06-25,17.0,2,jane,8.0,Invoice,25,39343,-23.06,TRUE
INV_625527,V363,2023-01-19,2023-10-24,56713.0,3864.68,61948.42,0,2023-12-20,27.0,4,,3.0,Adjustment,9,26261,-22.18,High
INV_329731,V982,2023-08-20,2023-02-17,18824.0,2342.01,22086.82,Rejected,2023-05-24,27.0,4,Tom Brown,10.0,Credit Note,32,2104,18.78,Low
INV_354428,V387,2023-02-17,2023-03-10,12585.0,1843.69,14311.32,,2023-12-10,4.0,2,John Smith,7.0,,50,24248,-14.82,0
INV_608718,V153,2023-04-01,2023-06-06,18008.0,909.27,19535.32,Paid,2023-12-19,25.0,3,Jane Doe,10.0,Credit,6,47653,64.14,no
INV_721989,V327,2023-07-15,2023-05-17,8111.0,422.26,8806.12,Pending,2023-05-11,20.0,1,,6.0,,14,14637,38.87,High
INV_457103,V552,2023-04-22,2023-08-11,47793.0,4978.27,56310.14,,2023-02-13,16.0,3,,9.0,Debit Note,14,20192,51.58,no
INV_221648,V749,2023-03-12,2023-01-06,4693.0,298.15,5209.04,1,2023-11-28,3.0,4,jane,2.0,Invoice,38,14272,-42.92,Yes
INV_789054,V376,2023-12-14,2023-04-11,9856.0,N/A,11468.64,Paid,2023-08-14,21.0,5,Jane Doe,6.0,Invoice,19,10182,-41.79,TRUE
INV_704978,V307,2023-02-13,2023-03-20,9136.0,1004.23,10521.8,Rejected ,2023-08-19,11.0,5,Mike Johnson,3.0,Invoice,38,18045,-10.61,no
INV_972964,V878,2023-09-25,2023-09-26,95546.0,9682.17,105555.62,Approved,2023-07-23,1.0,2,Mike Johnson,2.0,invoice,38,17133,-0.85,TRUE
INV_589588,V858,2023-10-12,2023-03-21,45433.0,TBD,51256.45,Rejected,2023-03-02,0.0,2,Tom Brown,9.0,Invoice,48,19266,16.07,0
INV_455230,V694,2023-06-19,2023-02-26,54755.0,6658.23,62235.92,,2023-09-12,19.0,1,Mike Johnson,8.0,Invoice,19,22993,59.61,
INV_498428,V395,2023-08-11,2023-06-09,,674.85,7603.73,Rejected,2023-05-16,12.0,4,jane,9.0,Debit Note,10,35684,83.34,0
INV_629462,V321,2023-04-05,2023-07-04,54712.0,4086.36,62111.2,paid,2023-03-27,10.0,3,,1.0,Invoice,43,36199,-30.8,1
INV_292369,V154,2023-08-06,2023-12-22,42271.0,2525.27,48909.39,1,2023-07-07,24.0,5,Mike Johnson,10.0,Adjustment,6,38326,44.44,0
INV_872195,V875,2023-04-05,2023-02-25,27889.0,2275.0,32286.77,,2023-01-02,17.0,3,John Smith,5.0,Credit,11,40817,-0.37,
INV_161000,V567,2023-09-21,2023-08-22,31283.0,2427.93,33790.95,0,2023-05-04,5.0,5,John ,8.0,Credit Note,49,28955,75.29,no
INV_266846,V344,2023-09-20,2023-05-26,23591.0,4208.99,27119.35,Pending,2023-12-02,13.0,2,john,9.0,invoice,46,45259,36.76,Low
INV_538819,V491,2023-06-16,2023-08-17,TBD,7140.86,71942.35,Rejected,2023-02-11,13.0,5,Jane Doe,3.0,Credit Note,28,41839,-3.17,High
INV_574817,V726,2023-08-23,2023-03-04,61765.0,6932.93,66670.82,paid,2023-01-23,6.0,4,Mike Johnson,5.0,Credit Note,42,11349,46.95,Low
INV_185610,V858,2023-01-12,2023-06-18,12872.0,1460.62,13863.59,N,2023-11-05,28.0,4,jane,,Debit Note,47,38450,40.22,
INV_460297,V690,2023-08-09,2023-11-25,59834.0,7556.71,69237.46,,2023-03-16,17.0,5,,8.0,Credit Note,2,44493,-29.89,yes
INV_652501,V801,2023-05-22,2023-06-11,89071.0,8981.33,98356.5,paid,2023-05-07,17.0,4,john smith,10.0,invoice,45,22596,75.13,1
INV_553267,V339,2023-07-20,2023-12-22,52876.0,2725.5,55769.34,1,2023-10-22,16.0,2,,4.0,Credit,4,14567,13.6,TRUE
INV_727141,V731,2023-08-19,2023-07-08,21806.0,2029.73,24362.01,Rejected ,2023-02-04,,3,Sarah Williams,9.0,Debit Note,21,5891,56.49,1
INV_337873,V764,2023-05-12,2023-08-26,25463.0,3480.5,29429.53,,2023-05-13,20.0,3,Sarah Williams,9.0,Credit,7,36266,46.6,1
INV_177833,V437,2023-04-18,2023-07-25,14140.0,,15892.38,Approved ,2023-05-13,27.0,2,Mike Johnson,3.0,Credit Note,9,21550,-9.53,yes
INV_658148,V214,2023-07-19,2023-06-26,74715.0,4618.73,79328.19,0,2023-12-04,1.0,2,Jane Doe,8.0,,26,39472,89.1,1
INV_593289,V113,2023-06-24,2023-08-18,85057.0,8322.41,98803.88,pending,2023-08-23,21.0,2,jane,6.0,Credit Note,1,38110,-28.5,Low
INV_299812,V839,2023-07-08,2023-08-15,32195.0,2300.96,34712.53,N,2023-10-21,1.0,3,Mike Johnson,10.0,Invoice,43,20064,15.25,TRUE
INV_821333,V286,2023-03-16,2023-07-01,90114.0,6513.33,95031.24,Rejected,2023-11-27,13.0,2,jane,2.0,Invoice,49,10424,-18.23,0
INV_567520,V258,2023-10-07,2023-05-07,64264.0,4151.4,71473.18,Rejected,2023-04-02,25.0,1,Sarah Williams,6.0,Credit,10,27394,54.39,0
INV_160013,V419,2023-08-06,2023-09-21,66270.0,,78109.31,Paid,2023-07-15,29.0,4,jane,15.0,,41,43831,2.63,Yes
INV_919461,V737,2023-09-07,2023-05-26,,2693.19,32515.46,0,2023-11-14,24.0,3,Jane Doe,10.0,Debit Note,47,131,-13.33,no
INV_862752,V644,2023-06-04,2023-12-18,39307.0,5628.42,42692.99,Approved ,2023-03-01,25.0,5,John Smith,1.0,Credit,11,36321,-22.32,Yes
INV_118198,V563,2023-02-18,2023-05-01,55161.0,5604.68,62161.83,paid,2023-05-11,0.0,1,John Smith,6.0,Invoice,35,39187,55.44,yes
INV_264337,V316,2023-04-21,2023-04-16,18396.0,2796.89,19627.71,,2023-05-02,13.0,5,jane,6.0,Credit,48,23014,42.21,
INV_365459,V681,2023-09-25,2023-09-10,83552.0,8849.3,90207.3,Y,2023-02-03,7.0,5,John Smith,2.0,,37,25222,53.34,1
INV_909962,V395,2023-06-22,2023-10-19,38018.0,6039.47,44699.7,1,2023-10-14,2.0,2,Mike Johnson,6.0,invoice,26,39205,-27.43,yes
INV_806730,V886,2023-06-15,2023-05-04,23345.0,3982.33,24986.68,Approved ,2023-07-17,17.0,1,,2.0,Credit,14,40059,51.02,1
INV_907275,V702,2023-02-08,2023-08-04,91137.0,6237.81,97953.9,pending,2023-09-11,18.0,4,john,7.0,Debit Note,49,8641,-18.2,0
INV_140132,V390,2023-12-01,2023-09-11,76055.0,5732.0,80988.19,Approved ,2023-06-15,15.0,1,john,2.0,Debit Note,44,26589,42.29,Yes
INV_187908,V318,2023-07-08,2023-01-26,55660.0,8890.61,65121.26,0,2023-06-03,18.0,2,jane,8.0,Invoice,20,22093,-45.13,No
INV_637573,V764,2023-08-09,2023-10-10,8392.0,787.26,9377.09,,2023-11-06,8.0,4,john,1.0,invoice,50,14569,79.43,High
INV_225578,V482,2023-09-27,2023-06-25,37811.0,6340.24,42267.04,1,2023-03-28,11.0,5,john,4.0,invoice,18,30981,89.82,FALSE
INV_735369,V991,2023-05-16,2023-08-04,96327.0,11216.46,109894.11,Approved,2023-01-17,10.0,1,john,7.0,Credit Note,25,11836,-16.17,High
INV_672588,V510,2023-05-12,2023-08-05,24492.0,,27348.01,,2023-03-24,18.0,4,jane,,Adjustment,7,34037,23.89,Low
INV_466491,V343,2023-05-15,2023-06-07,51565.0,8024.39,59343.91,Rejected ,2023-05-26,30.0,4,Jane Doe,7.0,Credit Note,34,9242,1.22,1
INV_296663,V786,2023-10-21,2023-11-16,57794.0,3387.26,66890.08,1,2023-05-20,14.0,1,john,2.0,Credit Note,18,6210,-16.72,yes
INV_868178,V606,2023-07-21,2023-07-21,66046.0,7757.7,75316.31,N,2023-04-17,23.0,2,Jane Doe,3.0,Adjustment,30,22631,30.52,1
INV_528299,V387,2023-03-26,2023-09-09,84930.0,12253.77,98733.08,1,2023-05-04,3.0,3,Sarah Williams,8.0,Adjustment,32,27876,62.81,
INV_173288,V515,2023-09-02,2023-04-06,34268.0,5660.33,38333.98,Approved ,2023-08-07,27.0,2,Jane Doe,5.0,Invoice,15,4421,69.76,yes
INV_114600,V326,2023-02-08,2023-12-01,99843.0,12845.36,112917.39,Pending,2023-06-07,15.0,4,jane,1.0,credit note,35,8470,9.38,No
INV_862340,V351,2023-11-13,2023-12-11,5903.0,1046.45,6621.17,,2023-12-17,24.0,2,Jane Doe,10.0,Credit,3,2879,68.17,Yes
INV_754413,V918,2023-12-22,2023-02-21,46879.0,4968.14,54744.2,Rejected,2023-07-04,4.0,5,Jane Doe,8.0,Invoice,43,14530,-28.99,0
INV_223217,V986,2023-09-03,2023-07-28,87421.0,6902.33,102312.65,Pending,2023-02-25,11.0,4,Sarah Williams,5.0,,23,16983,-9.28,
INV_519960,V555,2023-03-12,2023-06-09,61745.0,8508.6,69332.07,paid,2023-09-03,27.0,1,John Smith,1.0,Invoice,12,38553,96.55,FALSE
INV_788977,V775,2023-02-26,2023-12-06,70014.0,3658.17,79531.4,pending,2023-04-19,21.0,5,john,5.0,Credit Note,49,46544,-24.96,FALSE
INV_233892,V847,2023-07-18,2023-04-22,65174.0,9927.49,70756.17,0,2023-05-20,1.0,2,Mike Johnson,8.0,Debit Note,21,13829,-10.55,no
INV_437563,V195,2023-11-16,2023-11-06,N/A,819.84,14250.22,N,2023-08-07,7.0,5,john,9.0,Credit,45,46671,-27.65,Low
INV_125823,V752,2023-02-16,2023-05-16,67907.0,5562.74,73410.92,Rejected ,2023-07-20,23.0,5,Tom Brown,8.0,Invoice,33,13813,85.94,Yes
INV_745284,V796,2023-03-24,2023-01-28,44167.0,2334.62,48196.81,N,2023-12-18,0.0,5,,6.0,Credit Note,5,37422,-16.07,yes
